,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
6711,78.0,134194,Partners Relief and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12481,Aurora,nan,120000.0,5.31,Chief Executive Officer,125379.0,83.85,267169,212508,International : Development and Relief Services ,2223.0,80.7,0,1855013,CO,2379532
6712,92.0,742257,The Parrish Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6697,Water Mill,nan,280000.0,4.58,Director,-788920.0,78.39,1310919,39067542,"Arts, Culture, Humanities : Museums ",191087.0,83.7,0,4054036,NY,4065011
6713,73.0,369590,Partners for Sacred Places,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12536,Philadelphia,nan,128314.0,7.67,Executive Director,2522883.0,76.62,151540,3169250,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",8026.0,74.74,0,1151656,PA,3589582
6714,78.0,291688,Parkinson's Unity Walk,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13049,Kingston,nan,,,Executive Director,7004.0,53.85,659729,434457,"Health : Medical Research , ",4000.0,63.84,0,1514172,NJ,2468593
6715,97.0,653123,Parkinson's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4298,New York,nan,270000.0,2.74,President,-451172.0,72.57,1790345,6968056,"Health : Diseases, Disorders, and Disciplines , ",176845.0,80.48,0,7406287,NY,9221738
6716,89.0,2148540,Parkinson's Institute and Clinical Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6435,Sunnyvale,nan,350100.0,4.05,Chief Executive Officer,234897.0,67.18,638237,2329551,Health : Medical Research ,-38791.0,75.52,0,5854568,CA,6522248
6717,77.0,261336,Parkinson Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11836,Sarasota,nan,102850.0,5.96,Director,-271025.0,52.5,637186,588290,"Health : Diseases, Disorders, and Disciplines ",45870.0,62.68,0,825458,FL,1407085
6718,93.0,181048,Park Pride,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8685,Atlanta,nan,113876.0,3.71,Executive Director,785236.0,97.5,81593,3022952,"Environment : Botanical Gardens, Parks, and Nature Centers , ",13627.0,94.74,0,2806740,GA,3510684
6719,89.0,192766,Parker County Center of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17400,Weatherford,nan,53033.0,2.59,Chief Executive Officer,510925.0,97.5,101350,1694399,Human Services : Social Services ,73573.0,92.02,0,1746796,TX,2478264
6720,100.0,519246,The Parish School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8375,Houston,nan,137996.0,2.96,Head of School,25708.0,83.03,245178,6349371,Education : Special Education ,10500.0,88.0,0,3896273,TX,2139414
6721,96.0,100425,Parents Television Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10851,Los Angeles,nan,164980.0,7.11,President,48704.0,65.87,414142,266917,Human Services : Children's and Family Services ,-213.0,75.7,0,1803898,CA,2367382
6722,81.0,225452,Park City Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14164,Park City,nan,138571.0,4.22,Executive Director,-53059.0,85.0,137503,62319,"Arts, Culture, Humanities : Performing Arts ",197187.0,82.88,0,2915709,UT,2089357
6723,89.0,329524,Park Square Theatre Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14002,St. Paul,nan,73231.0,2.13,Executive Director,106948.0,93.91,247741,5863153,"Arts, Culture, Humanities : Performing Arts ",40177.0,91.1,0,2859361,MN,1630341
6724,89.0,157726,Parenting Now!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11628,Eugene,nan,62628.0,5.57,Executive Director,-76376.0,67.11,115498,513135,Human Services : Children's and Family Services ,41227.0,75.47,0,849883,OR,499676
6725,85.0,202641,The Parenting Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13322,Fort Worth,nan,99457.0,4.64,Executive Dir.,490681.0,98.03,102977,2153492,Human Services : Children's and Family Services ,-29720.0,89.3,0,1835809,TX,2285373
6726,92.0,527324,Parent Project Muscular Dystrophy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7678,Hackensack,nan,198150.0,2.62,"Founding President, CEO",658228.0,89.6,480472,3156387,"Health : Diseases, Disorders, and Disciplines ",-364153.0,90.72,0,6552868,NJ,8218916
6727,96.0,259683,The Parent-Child Home Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13044,Garden City,nan,137125.0,5.24,Chief Executive Officer,63864.0,95.0,26119,2097416,Education : Education Policy and Reform ,21693.0,95.47,0,2330649,NY,2484454
6728,96.0,619166,"Pardes Institute of Jewish Studies, North America",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9398,New York,nan,244643.0,4.91,Executive Director,340123.0,86.69,384233,3006592,"Education : Scholarship and Financial Support , ",21238.0,90.17,0,3976172,NY,4995757
6729,89.0,300662,Parasol Tahoe Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4296,Incline Village,nan,146110.0,2.37,CEO,-1336587.0,99.8,124779,65571925,Community Development : Community Foundations ,1024510.0,92.22,0,5723563,NV,3706481
6730,100.0,251574,Paraclete Mission Group,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13528,Colorado Springs,nan,68476.0,4.41,Chief Executive Officer,56384.0,86.4,122739,514441,Religion : Religious Activities ,250.0,90.38,0,1175524,CO,1602711
6731,96.0,1621389,Panthera Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16088,New York,nan,396235.0,3.24,Chief Executive Officer,-5434011.0,95.58,974895,30469413,Animals : Wildlife Conservation ,41582.0,95.78,0,9629088,NY,6749779
6732,89.0,109785,Pando Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13828,Wichita,nan,78788.0,5.93,Executive Director,30657.0,81.34,107427,331724,Education : Youth Education Programs and Services ,15718.0,84.68,0,1109789,KS,953915
6733,96.0,4912447,Paralyzed Veterans of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4295,Washington,nan,179153.0,0.16,Executive Director,-29217.0,66.97,36814746,53395833,Human and Civil Rights : Advocacy and Education ,5400307.0,76.47,0,65133718,DC,100829097
6734,92.0,112205,Panama City Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10930,Panama City,nan,,,nan,-103500.0,59.68,557317,645729,Human Services : Homeless Services ,-156116.0,70.93,0,974969,FL,1520664
6735,100.0,76773,Palo Alto Partners in Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11731,Palo Alto,nan,31250.0,0.5,Executive Director,-3097.0,87.62,228144,622664,"Education : Scholarship and Financial Support , ",9360.0,91.24,0,5844960,CA,6137420
6736,89.0,885422,Palmer Home for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13333,Columbus,nan,187783.0,3.1,President,-138116.0,78.37,1110664,20182678,Human Services : Children's and Family Services ,216429.0,82.84,0,4048962,MS,5690503
6737,89.0,382861,The Parenting Journey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15576,Somerville,nan,132733.0,6.73,Former Executive Director,5513394.0,74.88,308939,9731072,Human Services : Children's and Family Services ,65640.0,80.6,0,1278657,MA,7138106
6738,82.0,142104,Panhandle-Plains Historical Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5703,Canyon,nan,101009.0,3.65,Executive Director,-1101642.0,97.5,103675,11130492,"Arts, Culture, Humanities : Museums ",534053.0,87.14,0,2518334,TX,931721
6739,85.0,1687900,Palm Springs Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7466,Palm Springs,nan,312895.0,2.87,Executive Director,-1835443.0,76.63,1542549,36901655,"Arts, Culture, Humanities : Museums ",1344044.0,80.36,0,7635567,CA,6275388
6740,100.0,3376687,Pancreatic Cancer Action Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7608,Manhattan Beach,nan,458068.0,1.39,"President, CEO",-91618.0,88.62,3283670,21240383,"Health : Diseases, Disorders, and Disciplines ",-1666805.0,91.95,0,26089959,CA,34319563
6741,89.0,1175992,Park Avenue Armory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15642,New York,nan,460074.0,2.08,"President, CEO",-5194054.0,94.53,2411583,201287773,"Arts, Culture, Humanities : Performing Arts ",1794235.0,91.31,0,18472611,NY,8754678
6742,89.0,3262766,The Paley Center for Media,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4142,New York,nan,662054.0,3.33,"President, CEO",-2781278.0,80.22,2889097,112692742,"Arts, Culture, Humanities : Performing Arts ",1657677.0,83.99,0,13691075,NY,13961358
6743,74.0,517046,Palm Beach Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8367,West Palm Beach,nan,210000.0,4.73,General Director,-291296.0,87.38,351895,2117483,"Arts, Culture, Humanities : Performing Arts ",218195.0,79.56,0,3565789,FL,2833218
6744,89.0,1136201,Palm Beach Zoo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5570,West Palm Beach,nan,196670.0,2.05,CEO & President,199062.0,96.54,602718,35905383,Animals : Zoos and Aquariums ,1699574.0,91.84,0,7817589,FL,4501977
6745,93.0,287987,Pajama Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11049,New York,nan,163288.0,3.1,"Executive Director, Founder",1275944.0,94.34,273873,3911889,Human Services : Children's and Family Services ,277084.0,93.63,0,4696477,NY,6257197
6746,100.0,280043,Palestine Children's Relief Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6421,Kent,nan,130000.0,2.09,President & CEO,1661721.0,100.0,609175,17811967,International : Development and Relief Services ,156973.0,100.0,0,5316104,OH,7710070
6747,89.0,417285,The Painted Turtle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9099,Santa Monica,nan,171200.0,2.37,Executive Director,-1749804.0,91.78,655265,28668719,Health : Patient and Family Support ,256166.0,90.28,0,6150235,CA,5216815
6748,85.0,598547,Paleontological Research Institution,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8442,Ithaca,nan,,,Executive Director,-127749.0,73.71,157522,4483617,"Arts, Culture, Humanities : Museums ",58802.0,78.59,0,1749657,NY,1960497
6749,100.0,937443,PAI,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4348,Washington,nan,279205.0,3.37,"President, CEO",4792317.0,98.6,489620,13167006,Human and Civil Rights : Advocacy and Education ,133419.0,99.01,0,6856269,DC,11679614
6750,93.0,84126,PADS Lake County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11432,Waukegan,nan,91934.0,4.64,Executive Director,28350.0,85.0,180593,1421499,Human Services : Homeless Services ,-18613.0,88.29,0,1714722,IL,1994163
6751,74.0,146904,Page Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8882,Minneapolis,nan,70000.0,6.06,Administrative Director,132483.0,88.57,98045,4554864,Education : Scholarship and Financial Support ,6471.0,79.91,0,909778,MN,1280739
6752,96.0,4995106,Pacific Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12585,Seattle,nan,,,President & CEO,-2361053.0,72.6,1086969,39617079,"Arts, Culture, Humanities : Museums ",2316679.0,80.41,0,17999356,WA,8955337
6753,100.0,80323,Page Ahead Children's Literacy Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10484,Seattle,nan,84718.0,9.38,Executive Director,-164733.0,90.82,57674,595691,Education : Early Childhood Programs and Services ,-11379.0,93.5,0,764700,WA,677193
6754,89.0,4801472,Pacific Symphony,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6464,Costa Mesa,nan,305219.0,1.55,President,-1113553.0,79.89,1773526,32290726,"Arts, Culture, Humanities : Performing Arts ",1626238.0,83.79,0,13009422,CA,8706821
6755,85.0,228799,Pacific Marine Mammal Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17283,Laguna Beach,nan,112007.0,5.89,Executive Director,4250754.0,94.44,319404,8957844,Animals : Wildlife Conservation ,191080.0,88.68,0,1351981,CA,5865281
6756,96.0,2091807,Pacific Northwest Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6408,Seattle,nan,231460.0,0.95,Executive Director,446336.0,82.27,1249809,7974426,"Arts, Culture, Humanities : Performing Arts ",192850.0,87.14,0,20959531,WA,7003503
6757,82.0,804264,Pacific Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7433,San Francisco,nan,348219.0,9.8,"President, CEO",1386316.0,69.7,1060424,14736182,Research and Public Policy : Social and Public Policy Research ,-70792.0,75.07,0,1686742,CA,5008538
6758,97.0,1512587,Pacific Legal Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5799,Sacramento,nan,211177.0,1.99,"President, CEO",194983.0,84.54,1984711,46251880,Human and Civil Rights : Advocacy and Education ,827588.0,88.86,0,7085857,CA,9783403
6759,96.0,240355,Pacific Justice Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10312,Sacramento,nan,145006.0,7.76,President,190389.0,90.33,127652,1217508,Human and Civil Rights : Advocacy and Education ,29633.0,92.6,0,1500332,CA,2029095
6760,89.0,256632,Pacific Islanders in Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15173,Honolulu,nan,93939.0,6.6,Executive Director,7057.0,78.49,32896,694154,"Arts, Culture, Humanities : Performing Arts , ",-42597.0,82.91,0,1133135,HI,1472317
6761,96.0,288150,Pacific House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9132,Stamford,nan,154370.0,5.37,Executive Director,399788.0,89.46,194389,3826015,Human Services : Homeless Services ,629101.0,92.02,0,2391207,CT,2340528
6762,86.0,430625,PACER Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16716,Bloomington,nan,162144.0,2.91,Executive Director,904174.0,93.27,498110,12869791,Human Services : Children's and Family Services ,33602.0,89.01,0,4631997,MN,6333107
6763,93.0,311963,Pacific Crest Trail Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11449,Sacramento,nan,145472.0,5.01,"Executive Director, CEO",725565.0,77.41,618532,3133583,Environment : Environmental Protection and Conservation ,50933.0,83.27,0,1969076,CA,2570064
6764,100.0,337607,The Pachamama Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7458,San Francisco,nan,103897.0,2.75,Chief Executive Officer,172955.0,63.62,471123,-174396,Environment : Environmental Protection and Conservation ,-13358.0,74.27,0,2963872,CA,3342138
6765,100.0,231187,P.S. ARTS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15433,Los Angeles,nan,129090.0,3.88,Chief Executive Officer,398156.0,89.25,299129,3524412,Education : Youth Education Programs and Services ,-47818.0,92.39,0,2793649,CA,2569487
6766,85.0,316527,Overtown Youth Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11059,Miami,nan,100006.0,3.25,Executive Director,705870.0,94.91,118973,2563799,Education : Youth Education Programs and Services ,65859.0,88.79,0,2634498,FL,3710009
6767,93.0,178712,Quality Deer Management Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16310,Bogart,nan,154000.0,5.36,Chief Executive Officer,-18448.0,88.5,108394,2162700,Animals : Wildlife Conservation ,1458950.0,90.48,0,2585508,GA,1395216
6768,51.0,190192,P'eylim Lev L'Achim,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13298,Brooklyn,nan,36200.0,0.78,National Director,-103392.0,74.02,603357,-67258,"Human Services : Youth Development, Shelter, and Crisis Services , ",0.0,60.78,0,3818119,NY,4508276
6769,100.0,477802,Overlook Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6204,Summit,nan,325528.0,5.24,Executive Director,2647446.0,75.5,1947207,71531599,"Health : Treatment and Prevention Services , ",2350512.0,82.67,0,3783505,NJ,6505448
6770,100.0,300122,Ovarian Cancer National Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10289,Washington,nan,181793.0,9.51,Chief Executive Officer,-177289.0,85.95,168432,992635,"Health : Diseases, Disorders, and Disciplines ",1817.0,90.06,0,1441146,DC,1643302
6771,85.0,83279,OutServe-SLDN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8818,Washington,nan,,,nan,104162.0,65.48,48908,852202,Human and Civil Rights : Advocacy and Education ,0.0,73.38,0,262714,DC,499063
6772,100.0,728332,Ovarian Cancer Research Fund Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8037,New York,nan,240140.0,2.87,Chief Executive Officer,-1206928.0,91.62,754946,19136811,"Health : Medical Research , ",606553.0,94.07,0,6861939,NY,6531736
6773,97.0,366474,OutRight Action International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8256,New York,nan,160300.0,5.44,Executive Director,267084.0,87.22,414436,2167179,Human and Civil Rights : Advocacy and Education ,12174.0,90.71,0,2164140,NY,3199960
6774,89.0,244749,Outdoors for All Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17114,Seattle,nan,103480.0,5.15,Executive Director,135010.0,80.6,309041,1419287,Human Services : Multipurpose Human Service Organizations ,19336.0,84.23,0,1451971,WA,1225012
6775,96.0,448610,The Outreach Foundation ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4287,Franklin,nan,92080.0,1.17,Executive Director,60158.0,91.04,306798,8943826,"Religion : Religious Activities , ",238954.0,93.06,0,7053612,TN,7630224
6776,96.0,435322,Our Piece of the Pie,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12711,Hartford,nan,203371.0,2.86,"President, CEO",356407.0,87.5,244969,2307953,"Human Services : Youth Development, Shelter, and Crisis Services ",55425.0,90.71,0,6411765,CT,7015398
6777,96.0,143602,Our Little Haven,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15336,St. Louis,nan,121123.0,4.3,"President, Executive Director",232706.0,97.5,221379,9260353,"Human Services : Youth Development, Shelter, and Crisis Services ",253993.0,96.66,0,2450695,MO,2794389
6778,62.0,148736,Outreach360,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9967,Peoria,nan,90600.0,7.38,"Founder, Executive Director",269118.0,84.97,44966,776266,International : Development and Relief Services ,0.0,71.1,0,1032383,AZ,1495203
6779,85.0,148135,Our Kids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14529,Nashville,nan,89177.0,6.38,Executive Director,108348.0,86.67,124853,2336358,Human Services : Children's and Family Services ,371273.0,85.81,0,1123412,TN,1076050
6780,89.0,306813,"Our House, Georgia",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14295,Decatur,nan,135309.0,4.1,Executive Director,-486488.0,96.67,246224,4291723,Human Services : Homeless Services ,31437.0,91.87,0,2744100,GA,2754589
6781,100.0,222350,Outreach International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5350,Independence,nan,116330.0,3.87,"President, CEO",1089761.0,92.37,241802,3778312,International : Development and Relief Services ,4657.0,94.6,0,2535636,MO,4084892
6782,96.0,138284,OUR HOUSE Grief Support Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14451,Los Angeles,nan,,,nan,-57062.0,90.32,276276,3140961,Human Services : Children's and Family Services ,-54101.0,92.59,0,1550859,CA,1752767
6783,89.0,670916,Out & Equal Workplace Advocates,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14208,San Francisco,nan,250000.0,4.86,Chief Executive Officer,596133.0,79.14,418040,2284825,Human and Civil Rights : Advocacy and Education ,-110194.0,83.32,0,4051438,CA,3681633
6784,100.0,118690,Our Companions Animal Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15781,Manchester,nan,39334.0,4.18,CEO,811400.0,99.48,48337,4428440,Animals : Wildlife Conservation ,8599.0,99.63,0,772602,CT,1718624
6785,74.0,3840134,Our Daily Bread Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4387,Grand Rapids,nan,216501.0,0.45,President,-3773506.0,87.3,764892,5799791,Religion : Religious Media and Broadcasting ,1822672.0,79.53,0,43205378,MI,42214226
6786,100.0,262581,"Our House, Arkansas",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14616,Little Rock,nan,151555.0,4.94,Executive Director,594937.0,100.0,129544,9958295,Human Services : Homeless Services ,8198.0,100.0,0,2671526,AR,3327682
