accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
93.00,"$181,048",Park Pride,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8685, ' Atlanta,,"$113,876",3.71%,Executive Director,"$785,236",97.50,"$81,593","$3,022,952","Environment : Botanical Gardens, Parks, and Nature Centers , ","$13,627",94.74,$0,"$2,806,740",GA,"$3,510,684"
89.00,"$192,766",Parker County Center of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17400, '\r\n\t\t\tWeatherford,,"$53,033",2.59%,Chief Executive Officer,"$510,925",97.50,"$101,350","$1,694,399",Human Services : Social Services ,"$73,573",92.02,$0,"$1,746,796",TX,"$2,478,264"
100.00,"$519,246",The Parish School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8375, '\r\n\t\t\tHouston,,"$137,996",2.96%,Head of School,"$25,708",83.03,"$245,178","$6,349,371",Education : Special Education ,"$10,500",88.00,$0,"$3,896,273",TX,"$2,139,414"
96.00,"$100,425",Parents Television Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10851, ' Los Angeles,,"$164,980",7.11%,President,"$48,704",65.87,"$414,142","$266,917",Human Services : Children's and Family Services ,$-213,75.70,$0,"$1,803,898",CA,"$2,367,382"
81.00,"$225,452",Park City Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14164, '\r\n\t\t\tPark City,,"$138,571",4.22%,Executive Director,"$-53,059",85.00,"$137,503","$62,319","Arts, Culture, Humanities : Performing Arts ","$197,187",82.88,$0,"$2,915,709",UT,"$2,089,357"
89.00,"$329,524",Park Square Theatre Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14002, ' St. Paul,,"$73,231",2.13%,Executive Director,"$106,948",93.91,"$247,741","$5,863,153","Arts, Culture, Humanities : Performing Arts ","$40,177",91.10,$0,"$2,859,361",MN,"$1,630,341"
89.00,"$157,726",Parenting Now!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11628, '\r\n\t\t\tEugene,,"$62,628",5.57%,Executive Director,"$-76,376",67.11,"$115,498","$513,135",Human Services : Children's and Family Services ,"$41,227",75.47,$0,"$849,883",OR,"$499,676"
85.00,"$202,641",The Parenting Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13322, '\r\n\t\t\tFort Worth,,"$99,457",4.64%,Executive Dir.,"$490,681",98.03,"$102,977","$2,153,492",Human Services : Children's and Family Services ,"$-29,720",89.30,$0,"$1,835,809",TX,"$2,285,373"
92.00,"$527,324",Parent Project Muscular Dystrophy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7678, ' Hackensack,,"$198,150",2.62%,"Founding President, CEO","$658,228",89.60,"$480,472","$3,156,387","Health : Diseases, Disorders, and Disciplines ","$-364,153",90.72,$0,"$6,552,868",NJ,"$8,218,916"
96.00,"$259,683",The Parent-Child Home Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13044, ' Garden City,,"$137,125",5.24%,Chief Executive Officer,"$63,864",95.00,"$26,119","$2,097,416",Education : Education Policy and Reform ,"$21,693",95.47,$0,"$2,330,649",NY,"$2,484,454"
96.00,"$619,166","Pardes Institute of Jewish Studies, North America",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9398, ' New York,,"$244,643",4.91%,Executive Director,"$340,123",86.69,"$384,233","$3,006,592","Education : Scholarship and Financial Support , ","$21,238",90.17,$0,"$3,976,172",NY,"$4,995,757"
89.00,"$300,662",Parasol Tahoe Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4296, '\r\n\t\t\tIncline Village,,"$146,110",2.37%,CEO,"$-1,336,587",99.80,"$124,779","$65,571,925",Community Development : Community Foundations ,"$1,024,510",92.22,$0,"$5,723,563",NV,"$3,706,481"
100.00,"$251,574",Paraclete Mission Group,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13528, '\r\n\t\t\tColorado Springs,,"$68,476",4.41%,Chief Executive Officer,"$56,384",86.40,"$122,739","$514,441",Religion : Religious Activities ,$250,90.38,$0,"$1,175,524",CO,"$1,602,711"
96.00,"$1,621,389",Panthera Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16088, ' New York,,"$396,235",3.24%,Chief Executive Officer,"$-5,434,011",95.58,"$974,895","$30,469,413",Animals : Wildlife Conservation ,"$41,582",95.78,$0,"$9,629,088",NY,"$6,749,779"
89.00,"$109,785",Pando Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13828, ' Wichita,,"$78,788",5.93%,Executive Director,"$30,657",81.34,"$107,427","$331,724",Education : Youth Education Programs and Services ,"$15,718",84.68,$0,"$1,109,789",KS,"$953,915"
96.00,"$4,912,447",Paralyzed Veterans of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4295, '\r\n\t\t\tWashington,,"$179,153",0.16%,Executive Director,"$-29,217",66.97,"$36,814,746","$53,395,833",Human and Civil Rights : Advocacy and Education ,"$5,400,307",76.47,$0,"$65,133,718",DC,"$100,829,097"
92.00,"$112,205",Panama City Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10930, '\r\n\t\t\tPanama City,,None reported\r\n                 ,--\r\n                 ,,"$-103,500",59.68,"$557,317","$645,729",Human Services : Homeless Services ,"$-156,116",70.93,$0,"$974,969",FL,"$1,520,664"
100.00,"$76,773",Palo Alto Partners in Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11731, '\r\n\t\t\tPalo Alto,,"$31,250",0.50%,Executive Director,"$-3,097",87.62,"$228,144","$622,664","Education : Scholarship and Financial Support , ","$9,360",91.24,$0,"$5,844,960",CA,"$6,137,420"
89.00,"$885,422",Palmer Home for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13333, '\r\n\t\t\tColumbus,,"$187,783",3.10%,President,"$-138,116",78.37,"$1,110,664","$20,182,678",Human Services : Children's and Family Services ,"$216,429",82.84,$0,"$4,048,962",MS,"$5,690,503"
89.00,"$382,861",The Parenting Journey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15576, '\r\n\t\t\tSomerville,,"$132,733",6.73%,Former Executive Director,"$5,513,394",74.88,"$308,939","$9,731,072",Human Services : Children's and Family Services ,"$65,640",80.60,$0,"$1,278,657",MA,"$7,138,106"
82.00,"$142,104",Panhandle-Plains Historical Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5703, '\r\n\t\t\tCanyon,,"$101,009",3.65%,Executive Director,"$-1,101,642",97.50,"$103,675","$11,130,492","Arts, Culture, Humanities : Museums ","$534,053",87.14,$0,"$2,518,334",TX,"$931,721"
85.00,"$1,687,900",Palm Springs Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7466, '\r\n\t\t\tPalm Springs,,"$312,895",2.87%,Executive Director,"$-1,835,443",76.63,"$1,542,549","$36,901,655","Arts, Culture, Humanities : Museums ","$1,344,044",80.36,$0,"$7,635,567",CA,"$6,275,388"
100.00,"$3,376,687",Pancreatic Cancer Action Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7608, ' Manhattan Beach,,"$458,068",1.39%,"President, CEO","$-91,618",88.62,"$3,283,670","$21,240,383","Health : Diseases, Disorders, and Disciplines ","$-1,666,805",91.95,$0,"$26,089,959",CA,"$34,319,563"
89.00,"$1,175,992",Park Avenue Armory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15642, '\r\n\t\t\tNew York,,"$460,074",2.08%,"President, CEO","$-5,194,054",94.53,"$2,411,583","$201,287,773","Arts, Culture, Humanities : Performing Arts ","$1,794,235",91.31,$0,"$18,472,611",NY,"$8,754,678"
89.00,"$3,262,766",The Paley Center for Media,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4142, '\r\n\t\t\tNew York,,"$662,054",3.33%,"President, CEO","$-2,781,278",80.22,"$2,889,097","$112,692,742","Arts, Culture, Humanities : Performing Arts ","$1,657,677",83.99,$0,"$13,691,075",NY,"$13,961,358"
74.00,"$517,046",Palm Beach Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8367, ' West Palm Beach,,"$210,000",4.73%,General Director,"$-291,296",87.38,"$351,895","$2,117,483","Arts, Culture, Humanities : Performing Arts ","$218,195",79.56,$0,"$3,565,789",FL,"$2,833,218"
89.00,"$1,136,201",Palm Beach Zoo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5570, '\r\n\t\t\tWest Palm Beach,,"$196,670",2.05%,CEO & President,"$199,062",96.54,"$602,718","$35,905,383",Animals : Zoos and Aquariums ,"$1,699,574",91.84,$0,"$7,817,589",FL,"$4,501,977"
93.00,"$287,987",Pajama Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11049, '\r\n\t\t\tNew York,,"$163,288",3.10%,"Executive Director, Founder","$1,275,944",94.34,"$273,873","$3,911,889",Human Services : Children's and Family Services ,"$277,084",93.63,$0,"$4,696,477",NY,"$6,257,197"
100.00,"$280,043",Palestine Children's Relief Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6421, '\r\n\t\t\tKent,,"$130,000",2.09%,President & CEO,"$1,661,721",100.00,"$609,175","$17,811,967",International : Development and Relief Services ,"$156,973",100.00,$0,"$5,316,104",OH,"$7,710,070"
89.00,"$417,285",The Painted Turtle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9099, ' Santa Monica,,"$171,200",2.37%,Executive Director,"$-1,749,804",91.78,"$655,265","$28,668,719",Health : Patient and Family Support ,"$256,166",90.28,$0,"$6,150,235",CA,"$5,216,815"
85.00,"$598,547",Paleontological Research Institution,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8442, '\r\n\t\t\tIthaca,,,--\r\n                 ,Executive Director,"$-127,749",73.71,"$157,522","$4,483,617","Arts, Culture, Humanities : Museums ","$58,802",78.59,$0,"$1,749,657",NY,"$1,960,497"
100.00,"$937,443",PAI,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4348, ' Washington,,"$279,205",3.37%,"President, CEO","$4,792,317",98.60,"$489,620","$13,167,006",Human and Civil Rights : Advocacy and Education ,"$133,419",99.01,$0,"$6,856,269",DC,"$11,679,614"
93.00,"$84,126",PADS Lake County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11432, '\r\n\t\t\tWaukegan,,"$91,934",4.64%,Executive Director,"$28,350",85.00,"$180,593","$1,421,499",Human Services : Homeless Services ,"$-18,613",88.29,$0,"$1,714,722",IL,"$1,994,163"
74.00,"$146,904",Page Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8882, ' Minneapolis,,"$70,000",6.06%,Administrative Director,"$132,483",88.57,"$98,045","$4,554,864",Education : Scholarship and Financial Support ,"$6,471",79.91,$0,"$909,778",MN,"$1,280,739"
96.00,"$4,995,106",Pacific Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12585, '\r\n\t\t\tSeattle,,,--\r\n                 ,President & CEO,"$-2,361,053",72.60,"$1,086,969","$39,617,079","Arts, Culture, Humanities : Museums ","$2,316,679",80.41,$0,"$17,999,356",WA,"$8,955,337"
100.00,"$80,323",Page Ahead Children's Literacy Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10484, '\r\n\t\t\tSeattle,,"$84,718",9.38%,Executive Director,"$-164,733",90.82,"$57,674","$595,691",Education : Early Childhood Programs and Services ,"$-11,379",93.50,$0,"$764,700",WA,"$677,193"
89.00,"$4,801,472",Pacific Symphony,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6464, '\r\n\t\t\tCosta Mesa,,"$305,219",1.55%,President,"$-1,113,553",79.89,"$1,773,526","$32,290,726","Arts, Culture, Humanities : Performing Arts ","$1,626,238",83.79,$0,"$13,009,422",CA,"$8,706,821"
85.00,"$228,799",Pacific Marine Mammal Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17283, '\r\n\t\t\tLaguna Beach,,"$112,007",5.89%,Executive Director,"$4,250,754",94.44,"$319,404","$8,957,844",Animals : Wildlife Conservation ,"$191,080",88.68,$0,"$1,351,981",CA,"$5,865,281"
96.00,"$2,091,807",Pacific Northwest Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6408, '\r\n\t\t\tSeattle,,"$231,460",0.95%,Executive Director,"$446,336",82.27,"$1,249,809","$7,974,426","Arts, Culture, Humanities : Performing Arts ","$192,850",87.14,$0,"$20,959,531",WA,"$7,003,503"
82.00,"$804,264",Pacific Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7433, ' San Francisco,,"$348,219",9.80%,"President, CEO","$1,386,316",69.70,"$1,060,424","$14,736,182",Research and Public Policy : Social and Public Policy Research ,"$-70,792",75.07,$0,"$1,686,742",CA,"$5,008,538"
97.00,"$1,512,587",Pacific Legal Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5799, '\r\n\t\t\tSacramento,,"$211,177",1.99%,"President, CEO","$194,983",84.54,"$1,984,711","$46,251,880",Human and Civil Rights : Advocacy and Education ,"$827,588",88.86,$0,"$7,085,857",CA,"$9,783,403"
96.00,"$240,355",Pacific Justice Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10312, '\r\n\t\t\tSacramento,,"$145,006",7.76%,President,"$190,389",90.33,"$127,652","$1,217,508",Human and Civil Rights : Advocacy and Education ,"$29,633",92.60,$0,"$1,500,332",CA,"$2,029,095"
89.00,"$256,632",Pacific Islanders in Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15173, ' Honolulu,,"$93,939",6.60%,Executive Director,"$7,057",78.49,"$32,896","$694,154","Arts, Culture, Humanities : Performing Arts , ","$-42,597",82.91,$0,"$1,133,135",HI,"$1,472,317"
96.00,"$288,150",Pacific House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9132, ' Stamford,,"$154,370",5.37%,Executive Director,"$399,788",89.46,"$194,389","$3,826,015",Human Services : Homeless Services ,"$629,101",92.02,$0,"$2,391,207",CT,"$2,340,528"
86.00,"$430,625",PACER Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16716, '\r\n\t\t\tBloomington,,"$162,144",2.91%,Executive Director,"$904,174",93.27,"$498,110","$12,869,791",Human Services : Children's and Family Services ,"$33,602",89.01,$0,"$4,631,997",MN,"$6,333,107"
93.00,"$311,963",Pacific Crest Trail Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11449, '\r\n\t\t\tSacramento,,"$145,472",5.01%,"Executive Director, CEO","$725,565",77.41,"$618,532","$3,133,583",Environment : Environmental Protection and Conservation ,"$50,933",83.27,$0,"$1,969,076",CA,"$2,570,064"
100.00,"$337,607",The Pachamama Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7458, '\r\n\t\t\tSan Francisco,,"$103,897",2.75%,Chief Executive Officer,"$172,955",63.62,"$471,123","$-174,396",Environment : Environmental Protection and Conservation ,"$-13,358",74.27,$0,"$2,963,872",CA,"$3,342,138"
100.00,"$231,187",P.S. ARTS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15433, ' Los Angeles,,"$129,090",3.88%,Chief Executive Officer,"$398,156",89.25,"$299,129","$3,524,412",Education : Youth Education Programs and Services ,"$-47,818",92.39,$0,"$2,793,649",CA,"$2,569,487"
85.00,"$316,527",Overtown Youth Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11059, '\r\n\t\t\tMiami,,"$100,006",3.25%,Executive Director,"$705,870",94.91,"$118,973","$2,563,799",Education : Youth Education Programs and Services ,"$65,859",88.79,$0,"$2,634,498",FL,"$3,710,009"
93.00,"$178,712",Quality Deer Management Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16310, '\r\n\t\t\tBogart,,"$154,000",5.36%,Chief Executive Officer,"$-18,448",88.50,"$108,394","$2,162,700",Animals : Wildlife Conservation ,"$1,458,950",90.48,$0,"$2,585,508",GA,"$1,395,216"
51.00,"$190,192",P'eylim Lev L'Achim,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13298, '\r\n\t\t\tBrooklyn,,"$36,200",0.78%,National Director,"$-103,392",74.02,"$603,357","$-67,258","Human Services : Youth Development, Shelter, and Crisis Services , ",$0,60.78,$0,"$3,818,119",NY,"$4,508,276"
100.00,"$477,802",Overlook Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6204, ' Summit,,"$325,528",5.24%,Executive Director,"$2,647,446",75.50,"$1,947,207","$71,531,599","Health : Treatment and Prevention Services , ","$2,350,512",82.67,$0,"$3,783,505",NJ,"$6,505,448"
100.00,"$300,122",Ovarian Cancer National Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10289, ' Washington,,"$181,793",9.51%,Chief Executive Officer,"$-177,289",85.95,"$168,432","$992,635","Health : Diseases, Disorders, and Disciplines ","$1,817",90.06,$0,"$1,441,146",DC,"$1,643,302"
85.00,"$83,279",OutServe-SLDN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8818, '\r\n\t\t\tWashington,,None reported\r\n                 ,--\r\n                 ,,"$104,162",65.48,"$48,908","$852,202",Human and Civil Rights : Advocacy and Education ,$0,73.38,$0,"$262,714",DC,"$499,063"
100.00,"$728,332",Ovarian Cancer Research Fund Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8037, ' New York,,"$240,140",2.87%,Chief Executive Officer,"$-1,206,928",91.62,"$754,946","$19,136,811","Health : Medical Research , ","$606,553",94.07,$0,"$6,861,939",NY,"$6,531,736"
97.00,"$366,474",OutRight Action International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8256, ' New York,,"$160,300",5.44%,Executive Director,"$267,084",87.22,"$414,436","$2,167,179",Human and Civil Rights : Advocacy and Education ,"$12,174",90.71,$0,"$2,164,140",NY,"$3,199,960"
89.00,"$244,749",Outdoors for All Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17114, ' Seattle,,"$103,480",5.15%,Executive Director,"$135,010",80.60,"$309,041","$1,419,287",Human Services : Multipurpose Human Service Organizations ,"$19,336",84.23,$0,"$1,451,971",WA,"$1,225,012"
96.00,"$448,610",The Outreach Foundation ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4287, ' Franklin,,"$92,080",1.17%,Executive Director,"$60,158",91.04,"$306,798","$8,943,826","Religion : Religious Activities , ","$238,954",93.06,$0,"$7,053,612",TN,"$7,630,224"
96.00,"$435,322",Our Piece of the Pie,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12711, '\r\n\t\t\tHartford,,"$203,371",2.86%,"President, CEO","$356,407",87.50,"$244,969","$2,307,953","Human Services : Youth Development, Shelter, and Crisis Services ","$55,425",90.71,$0,"$6,411,765",CT,"$7,015,398"
